Product Code,Description,Creditor Code,Creditor Name,Supplier Cost Date,Supplier Cost,"Additional
Cost Bs",Latest Cost Bs,Supplier Standard Cost,Minimum Order Quantity,Vendors Code,"Lead
Time","Time
Unit","Last
Receipt",Default
PRO-RA20/OPL,"20ML Lens Cleaner Bottle Printed ""Optica""",OPTICA,OPTICA,,,,,,,,,,,1
PRO-RA20/OPL,"20ML Lens Cleaner Bottle Printed ""Optica""",PROS1,Prosben Inc,31/05/2007,$0.709,$0.027,$0.736,$0.000,,,12,Weeks,31/05/2007,0
PRO-RK/SDA03/BK,Metal Screwdriver Rain Drop end,OPTICA,OPTICA,,,,,,,,,,,1
PRO-RK/SDA03/BK,Metal Screwdriver Rain Drop end,PROS1,Prosben Inc,28/02/2006,$0.400,$0.020,$0.420,$0.000,,RK/SDA03/BK,,Days,28/02/2006,0
PRO-SP/18MM/BK3,Black Spray Pumps (PER42),EASYCUSD,"Easyclean Co.,Ltd",18/10/2016,$0.135,$0.013,$0.205,$0.100,,EASYCUSD,12,Weeks,18/10/2016,0
PRO-SP/18MM/BK3,Black Spray Pumps (PER42),OPTICA,OPTICA,,,,,,,,,,,1
PROS-EC66//330,Metal Chain Peach Pearl,PROS1,Prosben Inc,24/07/2013,$2.576,$0.041,$2.617,$2.000,,EC66/330WS,12,Weeks,24/07/2013,0
PROS-EC66//330,Metal Chain Peach Pearl,PROSBUSD,Prosben Inc,18/09/2018,$0.000,$0.000,$0.000,$2.000,,EC66/330WS,12,Weeks,,1
PROS-EC66/149GY,Metal Chain Flat Black Pearl,PROS1,Prosben Inc,25/07/2016,$2.308,$0.455,$2.763,$1.520,,EC66/149GY,12,Weeks,25/07/2016,0
PROS-EC66/149GY,Metal Chain Flat Black Pearl,PROSBUSD,Prosben Inc,18/09/2018,$0.000,$0.000,$0.000,$1.520,,EC66/149GY,12,Weeks,,1
PROS-EC66/398G,Gold metal chain,PROS1,Prosben Inc,16/06/2014,$1.490,$0.249,$1.739,$1.230,,EC66/398G,12,Weeks,16/06/2014,0
PROS-EC66/398G,Gold metal chain,PROSBUSD,Prosben Inc,18/09/2018,$0.000,$0.000,$0.000,$1.230,,EC66/398G,12,Weeks,,1
PROS-MC175/02G,Gold Snake Chain,PROS1,Prosben Inc,31/12/2015,$1.785,$0.132,$1.917,$1.160,, MC175/02G,12,Weeks,31/12/2015,0
PROS-MC175/02G,Gold Snake Chain,PROSBUSD,Prosben Inc,19/09/2018,$0.000,$0.000,$0.000,$1.160,,MC175/02G,12,Weeks,,1
PROS-MC175/02R,Silver Snake Chain,PROS1,Prosben Inc,31/12/2015,$1.646,$0.132,$1.778,$1.070,,MC175/02R/CO,8,Weeks,31/12/2015,0
PROS-MC175/02R,Silver Snake Chain,PROSBUSD,Prosben Inc,19/09/2018,$0.000,$0.000,$0.000,$1.070,,MC175/02R/CO,12,Weeks,,1
PROS-PR38-1184,Silver Metal Chain H,PROS1,Prosben Inc,25/07/2016,$2.597,$0.455,$3.052,$1.710,,PR38-1184,,Weeks,25/07/2016,0
PROS-PR38-1184,Silver Metal Chain H,PROSBUSD,Prosben Inc,19/09/2018,$0.000,$0.000,$0.000,$1.710,,PR38-1184,12,Weeks,,1
PROTS60,(PROTS60) Provision Lens Tissue pk 60,EASYC,"Easyclean Co.,Ltd",12/06/2018,$1.132,$0.580,$1.712,$0.795,,TISSUE 5X5.5,12,Weeks,12/06/2018,0
PROTS60,(PROTS60) Provision Lens Tissue pk 60,EASYCUSD,"Easyclean Co.,Ltd",19/09/2018,$0.000,$0.000,$0.000,$0.795,,,12,Weeks,,1
R48GB,48mm Rectangle Gold/Brown,OPTICA,OPTICA,,,,,,,,,,,1
R48SPPS,48mm Rectangle Spring Polarized Pewte/Smoke,OPTICA,OPTICA,,,,,,,,,,,1
R49GB,49mm Rectangle Gold/Brown,OPTICA,OPTICA,,,,,,,,,,,1
R49SPGB,49mm Rectangle Spring Polarized Gold/Brown,OPTICA,OPTICA,,,,,,,,,,,1
R49SPPS,49mm Rectangle Spring Polarized Pewter/Smoke,OPTICA,OPTICA,,,,,,,,,,,1
R506SPGB,50.6mm Rectangle Spring Polarized Gold Brown,OPTICA,OPTICA,,,,,,,,,,,1
R506SPPS,50.6mm Rectangle Spring Polarized Pewter/Smoke,OPTICA,OPTICA,,,,,,,,,,,1
R50GB,50mm Rectangle Gold/Brown,OPTICA,OPTICA,,,,,,,,,,,1
R50SPGB,50mm Rectangle Spring Polarized Gold/Brown,OPTICA,OPTICA,,,,,,,,,,,1
R50SPPS,50mm Rectangle Spring Polarized Pewter/Smoke,OPTICA,OPTICA,,,,,,,,,,,1
R525SPGB,52.5mm Rectangle Spring Polarized Gold/ Brown,OPTICA,OPTICA,,,,,,,,,,,1
R526SPGB,52.6mm Rectangle Spring Polarized Gold Brown,OPTICA,OPTICA,,,,,,,,,,,1
R52SPGB,52mm Rectangle Spring Polarized Gold/Brown,OPTICA,OPTICA,,,,,,,,,,,1
R544SPGB,54.4mm Rectangle Spring Polarized Gold Brown,OPTICA,OPTICA,,,,,,,,,,,1
R544SPGB,54.4mm Rectangle Spring Polarized Gold Brown,WENZ1,Wenzhou Oriental Optical Co Ltd,19/01/2012,$3.307,$0.000,$3.307,$3.307,,,12,Weeks,,0
RDBSC100,Assorted Basic Readers +1.00 (114421),KEENUSD,Keen Look Co. Ltd,4/02/2019,$1.392,$0.143,$2.161,$0.000,,,,Weeks,4/02/2019,0
RDBSC100,Assorted Basic Readers +1.00 (114421),OPTICA,OPTICA,,,,,,,,,,,1
RDBSC150,Assorted Basic Readers +1.50 (114414),KEENUSD,Keen Look Co. Ltd,4/02/2019,$1.392,$0.143,$2.161,$0.000,,,,Weeks,4/02/2019,0
RDBSC150,Assorted Basic Readers +1.50 (114414),OPTICA,OPTICA,,,,,,,,,,,1
RDBSC200,Assorted Basic Readers  +2.00 (100738),KEENUSD,Keen Look Co. Ltd,4/02/2019,$1.392,$0.143,$2.161,$0.000,,,,Weeks,4/02/2019,0
RDBSC200,Assorted Basic Readers  +2.00 (100738),OPTICA,OPTICA,,,,,,,,,,,1
RDBSC250,Assorted Basic Readers +2.50 (114452),KEENUSD,Keen Look Co. Ltd,4/02/2019,$1.392,$0.143,$2.161,$0.000,,,,Weeks,4/02/2019,0
RDBSC250,Assorted Basic Readers +2.50 (114452),OPTICA,OPTICA,,,,,,,,,,,1
RDBSC300,Assorted Basic Readers +3.00 (114438),KEENUSD,Keen Look Co. Ltd,4/02/2019,$1.392,$0.143,$2.161,$0.000,,,,Weeks,4/02/2019,0
RDBSC300,Assorted Basic Readers +3.00 (114438),OPTICA,OPTICA,,,,,,,,,,,1
RDSTL100,1pc in 4pc Ass Style Reader Glasses Inc Case +1.00 (100769),OPTICA,OPTICA,,,,,,,,,,,1
RDSTL150,1pc in 4pc Ass Style Reader Glasses Inc Case +1.50  (100752),OPTICA,OPTICA,,,,,,,,,,,1
RDSTL200,1pc in 4pc Ass Style Reader Glasses Inc Case +2.00 (100745),OPTICA,OPTICA,,,,,,,,,,,1
RDSTL250,1pc in 4pc Ass Style Reader Glasses Inc Case +2.50 (114445),OPTICA,OPTICA,,,,,,,,,,,1
RDSTL300,1pc in 4pc Ass Style Reader Glasses Inc Case +3.00 (100776),OPTICA,OPTICA,,,,,,,,,,,1
READER,"Reading Glasses, Origin: CHINA, 9004.90.00",OPTICA,OPTICA,,,,,,,,,,,1
REBATE,Rebate,OPTICA,OPTICA,,,,,,,,,,,1
RENT,Rent,OPTICA,OPTICA,,,,,,,,,,,1
REP BAGS,"Rep Bags, Origin: CHINA",OPTICA,OPTICA,,,,,,,,,,,1
RETURNS,Faulty goods returned for credit,OPTICA,OPTICA,,,,,,,,,,,1
RON-MMC005-98,ARP30 White Bottles / Multi Clean AR Liquid,OPTICA,OPTICA,,,,,,,,,,,1
RON-MMC005-98,ARP30 White Bottles / Multi Clean AR Liquid,WISE1,Bohin Packaging Ltd,27/01/2017,$0.828,$0.079,$0.907,$0.570,,ARP30-OPT,12,Days,27/01/2017,0
RON-UNIX2,UNIX JUMBO2 POUCH2/OPTICA DOME with hangers,WISE1,Bohin Packaging Ltd,9/02/2018,$0.312,$0.129,$0.441,$0.234,,UNIX JUMBO 2 POUCH,12,Weeks,9/02/2018,1
RON-UNIX2-SML,UNIX POUCH2/OPTICA DOME with hangers,OPTICA,OPTICA,,,,,,,,,,,1
SAF02-01,Breakaway Safety Cord #4 - Black,OPTICA,OPTICA,,,,,,,,,,,1
SAF02-14,Breakaway Safety Cord #2 - Khaki,OPTICA,OPTICA,,,,,,,,,,,1
SAF02-20,Breakaway Safety Cord #3 - Navy,OPTICA,OPTICA,,,,,,,,,,,1
SAF02-44,Breakaway Safety Cord #1 - Red,OPTICA,OPTICA,,,,,,,,,,,1
SCK-BL072,Screen Klean Blue,CARBKUSD,CarbonKlean LLC,5/08/2019,$3.000,$0.325,$4.914,$3.000,,SDK-1-BL072,12,Weeks,5/08/2019,1
SCK-BL072,Screen Klean Blue,CARBONK,CarbonKlean LLC,16/06/2017,$3.486,$0.191,$3.677,$2.500,,SDK-1-BL072,12,Weeks,16/06/2017,0
SCK-BLK,Screen Klean Black,CARBKUSD,CarbonKlean LLC,30/08/2018,$0.000,$0.000,$0.000,$2.500,,,12,Weeks,,1
SCK-BLK,Screen Klean Black,CARBONK,CarbonKlean LLC,23/11/2015,$0.000,$0.000,$0.000,$2.500,,,12,Weeks,,0
SCK-G802,Screen Klean Green,CARBKUSD,CarbonKlean LLC,23/11/2015,$0.000,$0.000,$0.000,$2.500,,,12,Weeks,,1
SCK-P812,Screen Klean Pink,CARBKUSD,CarbonKlean LLC,23/11/2015,$0.000,$0.000,$0.000,$2.500,,,12,Weeks,,1
SCK-R185,Screen Klean Red,CARBKUSD,CarbonKlean LLC,5/08/2019,$3.000,$0.000,$4.589,$3.000,,SDK-1-R185,12,Weeks,5/08/2019,1
SCK-R185,Screen Klean Red,CARBONK,CarbonKlean LLC,16/06/2017,$3.486,$0.191,$3.677,$2.500,,SDK-1-R185,12,Weeks,16/06/2017,0
SCK-YELLOW,Screen Klean Yellow,CARBKUSD,CarbonKlean LLC,21/08/2018,$0.000,$0.000,$0.000,$2.500,,,12,Weeks,,1
SCK-YELLOW,Screen Klean Yellow,CARBONK,CarbonKlean LLC,12/04/2018,$0.000,$0.000,$0.000,$2.500,,,12,Weeks,,0
SCK1406,12pcs Pack - ScreenKlean Blister Assorted,CARBKUSD,CarbonKlean LLC,19/02/2018,$41.333,$1.956,$57.932,$30.000,,SDK /J-1404/ IS-896,12,Weeks,19/02/2018,1
SCR02,Gold Screwdriver,PROS1,Prosben Inc,2/04/2012,$0.000,$0.000,$0.000,$0.000,,PRO-RK/J06RG/OPL,12,Weeks,,0
SCR02,Gold Screwdriver,PROSBUSD,Prosben Inc,25/10/2018,$0.000,$0.000,$0.000,$0.470,,PRO-RK/J06RG/OPL,12,Weeks,,1
SCR05,Screwdriver with 4 interchangable ends,PROS1,Prosben Inc,2/04/2012,$0.000,$0.000,$0.000,$0.000,,PRO-RK/J01RS/OPL,12,Weeks,,0
SCR05,Screwdriver with 4 interchangable ends,PROSBUSD,Prosben Inc,25/10/2018,$0.000,$0.000,$0.000,$0.380,,PRO-RK/J01RS/OPL,12,Weeks,,1
SCR05-PK12,Screwdriver with 4 Interchangable Ends (12 Pack),OPTICA,OPTICA,,,,,,,,,,,1
SCR06,(SCR06) Screwdriver Magnifying Multi,OPTICA,OPTICA,,,,,,,,,,,1
SCR06,(SCR06) Screwdriver Magnifying Multi,PROS1,Prosben Inc,2/04/2012,$0.000,$0.000,$0.000,$0.000,,PRO-RK10/4FB/OPL,12,Weeks,,0
SCR06,(SCR06) Screwdriver Magnifying Multi,PROSBUSD,Prosben Inc,25/10/2018,$0.000,$0.000,$0.000,$0.550,,PRO-RK10/4FB/OPL,12,Weeks,,0
SCR07,(SCR07) Screwdriver Repair Kit,OPTICA,OPTICA,,,,,,,,,,,1
SCR07,(SCR07) Screwdriver Repair Kit,PROS1,Prosben Inc,2/04/2012,$0.000,$0.000,$0.000,$0.000,,PRO-RK135/OPL,12,Weeks,,0
SCR07,(SCR07) Screwdriver Repair Kit,PROSBUSD,Prosben Inc,25/10/2018,$0.000,$0.000,$0.000,$0.360,,PRO-RK135/OPL,12,Weeks,,0
SCR08,(SCR08) Eyewear Repair Kit,OPTICA,OPTICA,,,,,,,,,,,1
SCR08,(SCR08) Eyewear Repair Kit,PROS1,Prosben Inc,2/04/2012,$0.000,$0.000,$0.000,$0.000,,PRO-MS0200,12,Weeks,,0
SCR08,(SCR08) Eyewear Repair Kit,PROSBUSD,Prosben Inc,25/10/2018,$0.000,$0.000,$0.000,$3.950,,PRO-MS0200,12,Weeks,,0
SCR10,Silver Screwdriver (KIT COMPONENT ONLY),OPTICA,OPTICA,,,,,,,,,,,1
SCREENKLEANDEMO,ScreenKlean Demo Sample - Free of charge,CARBKUSD,CarbonKlean LLC,19/02/2018,$2.135,$0.163,$3.054,$1.550,,,12,Weeks,19/02/2018,1
SCREENTRAY,6pcs ScreenKlean Blister Tray,KFUNGUSD,Kong Fung Packaging Products Fty. Ltd,21/06/2018,$0.000,$0.000,$0.000,$0.010,,SCREENTRAY,3,Weeks,,1
SCT30,Scott Lens Cleaner PPE Wipe 30 PK,EASYC,"Easyclean Co.,Ltd",16/04/2018,$0.652,$0.000,$0.652,$0.480,,SCT30-SCOTT,12,Weeks,16/04/2018,0
SCT30,Scott Lens Cleaner PPE Wipe 30 PK,EASYCUSD,"Easyclean Co.,Ltd",9/04/2019,$0.480,$0.000,$0.712,$0.480,,SCT30-BOX18,12,Weeks,9/04/2019,1
SDK200-AGRIA,ScreenKlean White - Agria Logo,CARBKUSD,CarbonKlean LLC,21/08/2018,$0.000,$0.000,$0.000,$1.550,,SDK-1-W,12,Weeks,,1
SDK200-AGRIA,ScreenKlean White - Agria Logo,CARBONK,CarbonKlean LLC,31/05/2016,$2.884,$0.487,$3.371,$1.550,,SDK-1-W,12,Weeks,31/05/2016,0
SDK200-BUNKEE,ScreenKlean White - BUNKEE Logo,CARBKUSD,CarbonKlean LLC,21/08/2018,$0.000,$0.000,$0.000,$1.550,,SDK-1-W,12,Weeks,,1
SDK200-BUNKEE,ScreenKlean White - BUNKEE Logo,CARBONK,CarbonKlean LLC,31/05/2016,$2.884,$0.487,$3.371,$1.550,,SDK-1-W,12,Weeks,31/05/2016,0
SDK200-SPI,ScreenKlean White - SPI Logo,CARBKUSD,CarbonKlean LLC,21/08/2018,$0.000,$0.000,$0.000,$1.550,,SDK-1-W,12,Weeks,,1
SDK200-SPI,ScreenKlean White - SPI Logo,CARBONK,CarbonKlean LLC,31/05/2016,$2.884,$0.487,$3.371,$1.550,,SDK-1-W,12,Weeks,31/05/2016,0
SDK200-TNT EXP,Customised ScreenKlean TNT Express White -Orange Logo,CARBKUSD,CarbonKlean LLC,21/08/2018,$0.000,$0.000,$0.000,$1.550,,,12,Weeks,,1
SDK200-TNT EXP,Customised ScreenKlean TNT Express White -Orange Logo,CARBONK,CarbonKlean LLC,5/12/2016,$3.587,$0.473,$4.060,$1.550,,,12,Weeks,5/12/2016,0
SDK2472,ScreenKlean Replacement Pads - 2 pack,CARBKUSD,CarbonKlean LLC,5/08/2019,$3.750,$0.191,$5.928,$3.750,,SDK-CP,12,Weeks,5/08/2019,1
SDKS200,Assorted Customised ScreenKlean,CARBKUSD,CarbonKlean LLC,21/08/2018,$0.000,$0.000,$0.000,$1.550,,,12,Weeks,,1
SDKS200,Assorted Customised ScreenKlean,CARBONK,CarbonKlean LLC,1/10/2015,$2.382,$1.022,$3.404,$1.550,,,12,Weeks,1/10/2015,0
SETLB,Artwork & Label Setup,OPTICA,OPTICA,,,,,,,,,,,1
SHT1,Courier Bags 190x260mm - 100 per Bag,MJSHA,Shardlows Packaging,31/05/2018,$12.000,$0.000,$12.000,$12.000,,#1 SHURTUFF,1,Weeks,31/05/2018,1
SHT2,Courier Bags 250x325mm - 100 per Bag,MJSHA,Shardlows Packaging,31/05/2018,$19.000,$0.000,$19.000,$19.000,,#2 SHURTUFF,1,Weeks,31/05/2018,1
SHTDLE,Courier Bags 120x230mm - 100 per Bag,MJSHA,Shardlows Packaging,25/07/2017,$30.000,$1.000,$31.000,$30.000,,SHURTUFF DLE,1,Weeks,25/07/2017,1
SIGN-18ML LABEL,18ml Optica Branded Label,SIGNNET,Sign Network Limited,13/05/2016,$0.610,$0.015,$0.625,$0.610,,,2,Weeks,31/01/2012,1
SIGN-18ML PER LABEL,PER18-07 Clear label for Aluminum bottles,SIGNNET,Sign Network Limited,22/05/2019,$0.362,$0.034,$0.396,$0.330,,CLEAR VINYL LABELS,2,Weeks,22/05/2019,1
SIGN-30ML PER LABEL,PER30F Digital Print 77x67mm Vinyl Label,SIGNNET,Sign Network Limited,19/03/2018,$0.440,$0.000,$0.440,$0.440,,,2,Weeks,19/03/2018,1
SIGN-60ML PER LABEL,PER60 Label for round plastic bottles,SIGNNET,Sign Network Limited,19/10/2017,$0.810,$0.005,$0.815,$0.810,,,2,Weeks,26/10/2017,1
SKBUP30-SD,BUPA Lens Cleaning Kits inc Screwdriver,EASYCUSD,"Easyclean Co.,Ltd",31/01/2019,$0.930,$0.126,$1.486,$0.930,,SKBUP30-SD,8,Weeks,31/01/2019,0
SKBUP30-SD,BUPA Lens Cleaning Kits inc Screwdriver,OPTICA,OPTICA,,,,,,,,,,,1
SMARTKLEARDEMO,SmartKlear Demo Sample - Free of charge,CARBKUSD,CarbonKlean LLC,30/08/2018,$0.000,$0.000,$0.000,$1.000,,,12,Weeks,,1
SMARTKLEARDEMO,SmartKlear Demo Sample - Free of charge,CARBONK,CarbonKlean LLC,19/02/2018,$1.377,$0.163,$1.540,$1.000,,,12,Weeks,19/02/2018,0
SMK1918,12 pcs Pack -SmartKlear Blister Assorted,CARBKUSD,CarbonKlean LLC,30/08/2018,$0.000,$0.000,$0.000,$19.200,,SMK/J-1405,12,Weeks,,1
SMK1918,12 pcs Pack -SmartKlear Blister Assorted,CARBONK,CarbonKlean LLC,26/02/2016,$29.020,$1.668,$30.688,$19.200,,SMK/J-1405,12,Weeks,26/02/2016,0
SMTKL-ASSORTED,SmartKlear Screen Cleaner - Assorted Colour,OPTICA,OPTICA,,,,,,,,,,,1
SMTKL-BLU,SmartKlear Screen Cleaner - Blue,CARBKUSD,CarbonKlean LLC,30/04/2019,$1.250,$0.188,$2.062,$2.250,,SMK-1-BL072,12,Weeks,30/04/2019,1
SMTKL-BLU,SmartKlear Screen Cleaner - Blue,CARBONK,CarbonKlean LLC,16/06/2017,$1.743,$0.191,$1.934,$1.250,,SMK-BL072-P,12,Weeks,16/06/2017,0
SMTKL-RED,SmartKlear Screen Cleaner - Red,CARBKUSD,CarbonKlean LLC,5/08/2019,$2.250,$0.188,$3.630,$2.250,,SMK-1-R185,12,Weeks,5/08/2019,1
SMTKL-RED,SmartKlear Screen Cleaner - Red,CARBONK,CarbonKlean LLC,16/06/2017,$1.743,$0.191,$1.934,$1.250,,SMK-R185-P,12,Weeks,16/06/2017,0
SMTKL2472,Smart Klear Replacement Cleaning Pads,CARBKUSD,CarbonKlean LLC,7/01/2019,$1.500,$0.325,$2.539,$1.500,,SMK-CP,12,Weeks,7/01/2019,1
SMTKL2472,Smart Klear Replacement Cleaning Pads,CARBONK,CarbonKlean LLC,16/06/2017,$2.091,$0.191,$2.282,$1.500,,SMK-CP,12,Weeks,16/06/2017,0
SOL10,(SOL10) EV3 1 litre Refill Optica Solution -EV3 Alcohol Free,EASYCUSD,"Easyclean Co.,Ltd",26/07/2019,$1.650,$0.910,$3.388,$1.650,,,,Weeks,26/07/2019,1
SOL18,18ml Optica Spray Solution,OPTICA,OPTICA,,,,,,,,,,,1
SOL20,20ml Optica Branded Aluminium Bottles,OPTICA,OPTICA,,,,,,,,,,,1
SOL200,(SOL200) 200ml Optica Spray Solution,EASYC,"Easyclean Co.,Ltd",31/05/2018,$0.958,$0.144,$1.102,$0.000,,OPTICA200ML,12,Weeks,31/05/2018,0
SOL200,(SOL200) 200ml Optica Spray Solution,EASYCUSD,"Easyclean Co.,Ltd",19/01/2018,$0.972,$0.173,$1.505,$0.670,,OPTICA200ML,12,Weeks,19/01/2018,1
SOL200-BOX,(SOL200-BOX) 8pcs 200ml Optica Spray Solution in Box,EASYC,"Easyclean Co.,Ltd",31/05/2018,$9.353,$1.152,$10.505,$0.000,,SOL200-BOX,12,Weeks,31/05/2018,0
SOL200-BOX,(SOL200-BOX) 8pcs 200ml Optica Spray Solution in Box,EASYCUSD,"Easyclean Co.,Ltd",19/01/2018,$9.680,$1.384,$14.644,$6.800,,SOL200-BOX,12,Weeks,19/01/2018,1
SOL200-BOXSET,Display Box set for  200ml Optica Spray Solutions,EASYCUSD,"Easyclean Co.,Ltd",7/06/2019,$0.230,$0.083,$0.430,$0.230,,,,Weeks,7/06/2019,1
SOL200VQ,(SOL200VQ) 200ml Visique Spray Solution,EASYCUSD,"Easyclean Co.,Ltd",2/08/2013,$0.000,$0.000,$0.000,$0.930,,EASYUSD,12,Weeks,,1
SOL200VQ-BOX,(SOL200VQ-BOX) 8pcs 200ml Visique Spray Solution in Box,EASYCUSD,"Easyclean Co.,Ltd",14/05/2019,$7.440,$2.320,$13.641,$7.440,,,12,Weeks,14/05/2019,1
SOL20D,(SOL20D) 20ml Alimunium Display Stands (36pc),AWAR,Award Plastics Ltd,13/07/2011,$5.000,$0.000,$5.000,$37.000,,LASERCUT-INV 32396,,Weeks,13/07/2011,0
SOL20D,(SOL20D) 20ml Alimunium Display Stands (36pc),OPTICA,OPTICA,,,,,,,,,,,1
SOL40,(SOL40) 40ml Optica Dropper Solution,OPTICA,OPTICA,,,,,,,,,,,1
SOL42-08,42ml Optica Spray Solution - Silver Cap,EASYC,"Easyclean Co.,Ltd",31/05/2018,$0.619,$0.036,$0.655,$0.000,,,12,Weeks,31/05/2018,0
SOL42-08,42ml Optica Spray Solution - Silver Cap,EASYCUSD,"Easyclean Co.,Ltd",12/02/2019,$0.400,$0.057,$0.652,$0.400,2000.000,SOL42-08,12,Weeks,12/02/2019,1
SOL42-BOX1,(SOL42-BOX1) 15pcs 42ml Optica Spray Sol in Box,EASYC,"Easyclean Co.,Ltd",31/05/2018,$9.730,$0.540,$10.270,$0.000,,,12,Weeks,31/05/2018,0
SOL42-BOX1,(SOL42-BOX1) 15pcs 42ml Optica Spray Sol in Box,EASYCUSD,"Easyclean Co.,Ltd",26/07/2019,$6.300,$0.610,$10.072,$6.300,,SOL42-BOX1,12,Weeks,26/07/2019,1
SOL42EP-44,42ml Eyepro Spray Solution - Red Cap,OPTICA,OPTICA,,,,,,,,,,,1
SOL42VQ,(SOL42VQ) 42ml Visique Spray Solution,OPTICA,OPTICA,,,,,,,,,,,1
SOL42VQ-BOX,(SOL42VQ-BOX) 15pcs 42ml Visique Spray Solution in Box,EASYCUSD,"Easyclean Co.,Ltd",14/05/2019,$7.290,$1.126,$12.219,$7.290,,,12,Weeks,14/05/2019,1
SOL500,(SOL500) 500ml Optica Spray Solution - Alcohol free,EASYC,"Easyclean Co.,Ltd",9/07/2018,$2.193,$0.992,$3.185,$0.000,,,12,Weeks,9/07/2018,0
SOL500,(SOL500) 500ml Optica Spray Solution - Alcohol free,EASYCUSD,"Easyclean Co.,Ltd",26/07/2019,$1.500,$0.610,$2.863,$1.500,,,12,Weeks,26/07/2019,1
SOL5L,(SOL5L) EV3 5 litre Refill Optica Solution -EV3 Alcohol Free,OPTICA,OPTICA,,,,,,,,,,,1
SOL60K,60ml KENSSAFE Lens Cleaner,OPTICA,OPTICA,,,,,,,,,,,1
SOLDST-30ML,30ml 24pc Perspex Solution Display Stand,FAB,Fab Plastics Ltd,31/03/2014,$43.000,$0.000,$43.000,$43.000,,24 BOTTLE LENS CLEANER STAND,4,Weeks,31/03/2014,1
SOLP3,(SOLP3) Solution Promo Pack,EASYCUSD,"Easyclean Co.,Ltd",25/06/2019,$4.155,$0.310,$6.591,$3.930,,SOLP3-OPTICA,8,Weeks,25/06/2019,1
SOLP3NO42,(SOLP3) Solution Promo Pack - No 42ml,OPTICA,OPTICA,,,,,,,,,,,1
SOLP3V,Solution Promo Pack Visique,OPTICA,OPTICA,,,,,,,,,,,1
SOLP3VNO42,Solution Promo Pack Visique- No 42ml,OPTICA,OPTICA,,,,,,,,,,,1
SOLUTION,"Lens Cleaning Solution, Origin: CHINA, 3402.20.00",OPTICA,OPTICA,,,,,,,,,,,1
SPBUP20030,BUPA 200ml and 30ml Soultion Pack,EASYCUSD,"Easyclean Co.,Ltd",31/01/2019,$1.150,$0.383,$2.065,$1.150,,SPBUP20030,8,Weeks,31/01/2019,1
SPBUP30,BUPA 30ml Lens cleaner,EASYCUSD,"Easyclean Co.,Ltd",31/01/2019,$0.420,$0.070,$0.684,$0.420,,30MLBUPA,8,Weeks,31/01/2019,1
SPECTACLE,"Spectacles, Origin: CHINA, 9004.90.00",OPTICA,OPTICA,,,,,,,,,,,1
SPK01-01,KENS Aqua Neop Sportsband #1 - Black,OPTICA,OPTICA,,,,,,,,,,,1
SPO01-00,Neoprene Sportsband - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
SPO01-01,Neoprene Sportsband #1 - Black,OPTICA,OPTICA,,,,,,,,,,,1
SPO01-04,Neoprene Sportsband #3 - Grey,OPTICA,OPTICA,,,,,,,,,,,1
SPO01-20,Neoprene Sportsband #4 - Navy,OPTICA,OPTICA,,,,,,,,,,,1
SPO01-25,Neoprene Sportsband #5 - Blue,OPTICA,OPTICA,,,,,,,,,,,1
SPO01-45,Neoprene Sportsband #6 - Red,OPTICA,OPTICA,,,,,,,,,,,1
SPO01-PK12,Hangups Neoprene Sportsband - Assorted (12 Pack),OPTICA,OPTICA,,,,,,,,,,,1
SPO01-PK6,6pcs Neoprene Sportsband - Assorted Pack,OPTICA,OPTICA,,,,,,,,,,,1
SPO010-00,Glass Floater with Blue Toggle,MAGI1,Magic Palm Co Ltd (Yi Chane),25/07/2016,$0.000,$0.000,$0.000,$0.000,,YICANNE-EQ081-00,,Weeks,,0
SPO010-00,Glass Floater with Blue Toggle,OPTICA,OPTICA,,,,,,,,,,,1
SPO010-01,Glass Floater with Blue Toggle (Black),OPTICA,OPTICA,,,,,,,,,,,1
SPO010-14,Glass Floater with Blue Toggle (CAMO),OPTICA,OPTICA,,,,,,,,,,,1
SPO010-25,Glass Floater with Blue Toggle (Blue),OPTICA,OPTICA,,,,,,,,,,,1
SPO01B-PK6,BUPA Neoprene Sportsbands  (6pcs per Pack),OPTICA,OPTICA,,,,,,,,,,,1
SPO03-01,(SPO03) Elastic Sports Cord Black,OPTICA,OPTICA,,,,,,,,,,,1
SPO03-PK12,Hangups Elastic Sportsband - Black (12 Pack),OPTICA,OPTICA,,,,,,,,,,,1
SPO03-PK6,6pcs (SPO03) Elastic Sports Cord Black Pack,OPTICA,OPTICA,,,,,,,,,,,1
SPO07-01,Stretch Toggle Band- Wide #1 - Black,ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",23/07/2019,$0.300,$0.300,$0.743,$0.300,,ONE-219-FK-BK,12,Weeks,23/07/2019,1
SPO08-44,Stretch Toggle Band- Narrow #2 - Red,OPTICA,OPTICA,,,,,,,,,,,1
SPO14-00,Slim Rope Sportsband - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
SPO14-01,Slim Rope Sportsband #3 - Black,OPTICA,OPTICA,,,,,,,,,,,1
SPO14-04,Slim Rope Sportsband #2 - Grey,OPTICA,OPTICA,,,,,,,,,,,1
SPO14-20,Slim Rope Sportsband #4 - Navy,OPTICA,OPTICA,,,,,,,,,,,1
